start	den_afr	alt_afr	vin_afr	chag_afr	den_alt	den_vin	den_chag	alt_vin	nea_afr	den_nea	z_den	z_nea	cddr
3300000	0.001261	0.001041	0.001091	0.001061	0.0003	0.00035	0.00032	8e-05	0.00106433	0.000323333	0.163427	-0.564136	False
3350000	0.0010635	0.0010535	0.0010705	0.0011215	0.00076	0.00089	0.00111	0.0005	0.00108183	0.00092	-0.582858	-0.500818	False
3400000	0.0013825	0.0014435	0.001418	0.0013625	0.00069	0.0005	0.00044	0.00035	0.001408	0.000543333	0.622534	0.679315	False
3450000	0.001041	0.001132	0.001467	0.0012715	0.00115	0.00075	0.0009	0.00078	0.00129017	0.000933333	-0.667878	0.252972	False
3500000	0.001564	0.001403	0.001345	0.001346	0.0011	0.00089	0.00087	0.00035	0.00136467	0.000953333	1.30836	0.522527	False
3550000	0.001373	0.001303	0.001303	0.001313	0.00029	0.00029	0.0003	0.0001	0.00130633	0.000293333	0.586637	0.311466	False
3600000	0.0011045	0.0008355	0.0008755	0.0008655	0.00048	0.00052	0.00051	0	0.000858833	0.000503333	-0.427933	-1.30767	False
3650000	0.00124	0.0010345	0.001006	0.001056	0.00052	0.00051	0.00056	0.00027	0.00103217	0.00053	0.0840752	-0.680521	False
3700000	0.001032	0.000962	0.000962	0.001022	0.00023	0.00023	0.00029	0	0.000982	0.00025	-0.701886	-0.862034	False
3750000	0.0008215	0.0007215	0.0007415	0.0007715	0.00038	0.0004	0.00043	0.00013	0.000744833	0.000403333	-1.49729	-1.72015	False
3800000	0.001135	0.001175	0.001245	0.001205	0.0005	0.00055	0.00051	0.00013	0.00120833	0.00052	-0.312684	-0.0431168	False
3850000	0.0009495	0.0009395	0.0009295	0.0009895	0.00027	0.00026	0.00032	-7e-05	0.000952833	0.000283333	-1.01363	-0.967564	False
3900000	0.001691	0.001711	0.001811	0.001761	0.00046	0.00056	0.00051	0.0001	0.001761	0.00051	1.78825	1.95654	False
3950000	0.0010625	0.0011325	0.0011325	0.0011025	0.00037	0.00037	0.00034	4e-05	0.0011225	0.00036	-0.586637	-0.353678	False
4000000	0.0010995	0.0010455	0.0011055	0.0010255	0.00111	0.00117	0.00109	0.00024	0.00105883	0.00112333	-0.446827	-0.584036	False
